Date,Close,LogReturn
2015-10-19,2075.14990234375,0.020466759958482062
2015-10-26,2079.360107421875,0.002026812552869576
2015-11-02,2099.199951171875,0.009496090787713083
2015-11-09,2023.0400390625,-0.036954946593409976
2015-11-16,2089.169921875,0.03216547060433006
2015-11-23,2090.110107421875,0.00044992704779051913
2015-11-30,2091.68994140625,0.0007555760873730559
2015-12-07,2012.3699951171875,-0.03865919412890574
2015-12-14,2005.550048828125,-0.003394767822229346
2015-12-21,2060.989990234375,0.027268083442415776
2015-12-28,2043.93994140625,-0.008307156108529506
2016-01-04,1922.030029296875,-0.0614973546262648
2016-01-11,1880.3299560546875,-0.021934664428090153
2016-01-18,1906.9000244140625,0.014031629679692091
2016-01-25,1940.239990234375,0.017332772069165978
2016-02-01,1880.050048828125,-0.03151327352602745
2016-02-08,1864.780029296875,-0.008155298822788745
2016-02-15,1917.780029296875,0.02802518296158972
2016-02-22,1948.050048828125,0.01566061496380586
2016-02-29,1999.989990234375,0.026313278357407474
2016-03-07,2022.18994140625,0.011038877913645969
2016-03-14,2049.580078125,0.013453878650472453
2016-03-21,2035.93994140625,-0.006677332302523734
2016-03-28,2072.780029296875,0.017933115642854863
2016-04-04,2047.5999755859373,-0.012222351891024536
2016-04-11,2080.72998046875,0.016050420614330454
2016-04-18,2091.580078125,0.005201014288147768
2016-04-25,2065.300048828125,-0.012644280626898142
2016-05-02,2057.139892578125,-0.003958901535866008
2016-05-09,2046.6099853515625,-0.0051318577639383025
2016-05-16,2052.320068359375,0.0027861352239352145
2016-05-23,2099.06005859375,0.0225187595069829
2016-05-30,2099.1298828125,3.326396362768842e-05
2016-06-06,2096.070068359375,-0.001458721887543974
2016-06-13,2071.219970703125,-0.011926403959054829
2016-06-20,2037.4100341796875,-0.016458381347570616
2016-06-27,2102.949951171875,0.03166168750613712
2016-07-04,2129.89990234375,0.01273388675193674
2016-07-11,2161.739990234375,0.01483846403615155
2016-07-18,2175.030029296875,0.006129022570202589
2016-07-25,2173.60009765625,-0.0006576469602687781
2016-08-01,2182.8701171875,0.004255754344781532
2016-08-08,2184.050048828125,0.00054039534705581
2016-08-15,2183.8701171875,-8.238778818661723e-05
2016-08-22,2169.0400390625,-0.006813894599991987
2016-08-29,2179.97998046875,0.00503100212561213
2016-09-05,2127.81005859375,-0.024222384171594724
2016-09-12,2139.159912109375,0.0053198782092784705
2016-09-19,2164.68994140625,0.01186394954196854
2016-09-26,2168.27001953125,0.0016524865089707571
2016-10-03,2153.739990234375,-0.006723762325701738
2016-10-10,2132.97998046875,-0.009685807427145643
2016-10-17,2141.159912109375,0.0038276433776732043
